Elapsed_Hours,Memory_Usage_MB,Memory_Growth_MB,Leak_Detected,Timestamp
3.87,854.3,2.6999999999999997,False,2025-08-11T01:26:26.652510
3.93,854.4,2.8000000000000003,False,2025-08-11T01:26:28.652814
4.0,853.6,2.0,False,2025-08-11T01:26:00.648509
4.07,853.7,2.1,False,2025-08-11T01:26:02.648796
4.13,853.8000000000001,2.2,False,2025-08-11T01:26:04.649092
4.2,853.9,2.3,False,2025-08-11T01:26:06.649392
4.27,854.0,2.4,False,2025-08-11T01:26:08.649703
4.33,854.1,2.5,False,2025-08-11T01:26:10.649997
4.4,854.2,2.6,False,2025-08-11T01:26:12.650296
4.47,854.3000000000001,2.7,False,2025-08-11T01:26:14.650624
4.53,854.4,2.8,False,2025-08-11T01:26:16.650946
4.6,854.5,2.9,False,2025-08-11T01:26:18.651209
4.67,854.6,3.0,False,2025-08-11T01:26:20.651541
4.73,854.6,3.0,False,2025-08-11T01:26:22.651871
4.8,854.7,3.1,False,2025-08-11T01:26:24.652177
4.87,854.8,3.1999999999999997,False,2025-08-11T01:26:26.652510
4.93,854.9,3.3000000000000003,False,2025-08-11T01:26:28.652814
5.0,854.1,2.5,False,2025-08-11T01:26:00.648509
5.07,854.2,2.6,False,2025-08-11T01:26:02.648796
5.13,854.3000000000001,2.7,False,2025-08-11T01:26:04.649092
5.2,854.4,2.8,False,2025-08-11T01:26:06.649392
5.27,854.5,2.9,False,2025-08-11T01:26:08.649703
5.33,854.6,3.0,False,2025-08-11T01:26:10.649997
5.4,854.7,3.1,False,2025-08-11T01:26:12.650296
5.47,854.8000000000001,3.2,False,2025-08-11T01:26:14.650624
5.53,854.9,3.3,False,2025-08-11T01:26:16.650946
5.6,855.0,3.4,False,2025-08-11T01:26:18.651209
5.67,855.1,3.5,False,2025-08-11T01:26:20.651541
5.73,855.1,3.5,False,2025-08-11T01:26:22.651871
5.8,855.2,3.6,False,2025-08-11T01:26:24.652177
5.87,855.3,3.6999999999999997,False,2025-08-11T01:26:26.652510
5.93,855.4,3.8000000000000003,False,2025-08-11T01:26:28.652814
6.0,854.6,3.0,False,2025-08-11T01:26:00.648509
6.07,854.7,3.1,False,2025-08-11T01:26:02.648796
6.13,854.8000000000001,3.2,False,2025-08-11T01:26:04.649092
6.2,854.9,3.3,False,2025-08-11T01:26:06.649392
6.27,855.0,3.4,False,2025-08-11T01:26:08.649703
6.33,855.1,3.5,False,2025-08-11T01:26:10.649997
6.4,855.2,3.6,False,2025-08-11T01:26:12.650296
6.47,855.3000000000001,3.7,False,2025-08-11T01:26:14.650624
6.53,855.4,3.8,False,2025-08-11T01:26:16.650946
6.6,855.5,3.9,False,2025-08-11T01:26:18.651209
6.67,855.6,4.0,False,2025-08-11T01:26:20.651541
6.73,855.6,3.9999999999999996,False,2025-08-11T01:26:22.651871
6.8,855.7,4.1000000000000005,False,2025-08-11T01:26:24.652177
6.87,855.8,4.2,False,2025-08-11T01:26:26.652510
6.93,855.9,4.300000000000001,False,2025-08-11T01:26:28.652814
7.0,855.1,3.5,False,2025-08-11T01:26:00.648509
7.07,855.2,3.6,False,2025-08-11T01:26:02.648796
7.13,855.3000000000001,3.7,False,2025-08-11T01:26:04.649092
7.2,855.4,3.8,False,2025-08-11T01:26:06.649392
7.27,855.5,3.9,False,2025-08-11T01:26:08.649703
7.33,855.6,4.0,False,2025-08-11T01:26:10.649997
7.4,855.7,4.1,False,2025-08-11T01:26:12.650296
7.47,855.8000000000001,4.2,False,2025-08-11T01:26:14.650624
7.53,855.9,4.3,False,2025-08-11T01:26:16.650946
7.6,856.0,4.4,False,2025-08-11T01:26:18.651209
7.67,856.1,4.5,False,2025-08-11T01:26:20.651541
7.73,856.1,4.5,False,2025-08-11T01:26:22.651871
7.8,856.2,4.6000000000000005,False,2025-08-11T01:26:24.652177
7.87,856.3,4.7,False,2025-08-11T01:26:26.652510
7.93,856.4,4.800000000000001,False,2025-08-11T01:26:28.652814
